PROVINSI,KABUPATEN,KECAMATAN,KODE,KELURAHAN,Jumlah_Penduduk,Umur 0 - 1,Umur 2 - 4,Umur 5 - 9,Umur 10 - 14,Umur 15 - 19,Umur 20 - 24,Umur 25 - 29,Umur 30 - 34,Umur 35 - 39,Umur 40 - 44,Umur 45 - 49,Umur 50 - 54,Umur 55 - 59,Umur 60 - 64,Umur 65 - 69,Umur 70 - 74,Umur 75+
SULAWESI BARAT,MAMUJU,BONEHAU,2011,KINATANG,296,0,8,20,23,29,38,33,21,23,21,21,22,8,5,12,6,6
SULAWESI BARAT,MAMUJU,KEP.BALA BALAKANG,2001,BALA BALAKANG,1034,0,39,91,123,132,94,72,101,100,65,71,63,32,26,8,2,15
SULAWESI BARAT,MAMUJU,KEP.BALA BALAKANG,2002,BALA-BALAKANG TIMUR,368,7,11,27,35,39,54,43,40,26,33,18,20,5,5,2,0,3
SULAWESI BARAT,MAMASA,MAMBI,1001,MAMBI,731,13,28,75,66,68,80,53,59,38,52,41,61,32,24,16,8,17
SULAWESI BARAT,MAMASA,MAMBI,1002,TALIPUKKI,571,0,19,56,58,79,84,53,29,32,46,41,31,13,14,5,5,6
SULAWESI BARAT,MAMASA,MAMBI,2004,RANTEBULAHAN,235,0,12,19,16,16,32,20,22,21,16,21,16,4,7,3,6,4
SULAWESI BARAT,MAMASA,MAMBI,2008,SONDONGLAYU,241,0,13,28,19,27,33,29,16,13,18,12,10,6,4,4,2,7
SULAWESI BARAT,MAMASA,MAMBI,2016,SALUBANUA,138,4,4,24,16,22,15,12,9,6,11,6,3,3,2,0,1,0
SULAWESI BARAT,MAMASA,MAMBI,2017,TAPALINA,307,0,17,26,27,31,33,30,28,27,21,21,12,11,8,5,5,5
SULAWESI BARAT,MAMASA,MAMBI,2019,SENDANA,455,0,21,50,54,49,44,31,33,28,47,39,18,18,12,5,5,1
SULAWESI BARAT,MAMASA,MAMBI,2024,PAMOSEAN,189,0,7,28,18,22,20,21,13,10,19,8,8,8,3,0,1,3
SULAWESI BARAT,MAMASA,MAMBI,2025,SELUMAKA,441,0,20,44,66,45,53,39,31,34,35,19,23,14,7,6,4,1
SULAWESI BARAT,MAMASA,MAMBI,2026,BUJUNG MANURUNG,161,0,9,14,12,14,25,9,9,10,11,17,8,8,6,5,2,2
SULAWESI BARAT,MAMASA,MAMBI,2027,SALU ALO,275,0,8,34,28,30,38,24,25,17,14,15,12,9,10,4,5,2
SULAWESI BARAT,MAMASA,MAMBI,2029,INDOBANUA,157,0,0,14,12,19,24,26,14,8,6,7,11,2,3,2,4,5
SULAWESI BARAT,MAMASA,MAMBI,2030,SALUDURIAN,240,0,7,22,32,25,31,21,26,16,12,16,10,9,6,4,2,1
SULAWESI BARAT,MAMASA,ARALLE,1001,ARALLE,447,0,30,47,37,46,43,50,30,35,32,27,25,18,13,6,4,4
SULAWESI BARAT,MAMASA,ARALLE,2003,RALLE ANAK,121,0,3,11,10,15,14,12,7,7,9,9,8,7,3,4,2,0
SULAWESI BARAT,MAMASA,ARALLE,2004,PANETEAN,244,0,14,12,23,20,24,32,14,21,13,25,19,13,7,3,3,1
SULAWESI BARAT,MAMASA,ARALLE,2005,UHAILANU,341,0,17,35,31,39,47,29,22,25,28,26,15,9,6,5,4,3
SULAWESI BARAT,MAMASA,ARALLE,2007,ARALLE UTARA,297,0,9,22,17,27,51,33,21,24,19,24,17,14,6,6,2,5
SULAWESI BARAT,MAMASA,ARALLE,2009,UHAIDAHO,322,0,15,37,52,41,41,33,14,19,17,21,16,4,3,3,3,3
SULAWESI BARAT,MAMASA,ARALLE,2010,BARURU,304,0,12,17,22,41,40,29,20,12,16,26,20,21,6,9,7,6
SULAWESI BARAT,MAMASA,ARALLE,2015,RALLEANAK UTARA,165,0,5,15,11,16,21,15,15,16,11,12,10,7,2,4,4,1
SULAWESI BARAT,MAMASA,ARALLE,2016,PAMOSEANG PANGGA,116,0,5,16,19,14,10,11,2,12,14,8,2,2,0,0,1,0
SULAWESI BARAT,MAMASA,ARALLE,2017,KALABE,243,0,9,21,24,25,33,30,14,15,13,17,16,8,6,5,2,5
SULAWESI BARAT,MAMASA,ARALLE,2018,ARALLE SELATAN,145,0,13,13,23,14,17,17,12,9,12,11,2,2,0,0,0,0
SULAWESI BARAT,MAMASA,ARALLE,2019,HAHANGAN,139,0,5,14,8,17,20,16,10,11,7,8,9,6,2,1,0,5
SULAWESI BARAT,MAMASA,MAMASA,1001,MAMASA,1486,8,63,142,170,143,115,132,114,114,113,102,95,80,39,27,13,16
SULAWESI BARAT,MAMASA,MAMASA,2002,RAMBUSARATU,849,0,36,68,86,90,79,76,70,74,55,57,58,38,25,14,9,14
SULAWESI BARAT,MAMASA,MAMASA,2003,OSANGO,1724,45,73,183,169,148,143,117,143,159,130,109,83,58,63,40,28,33
SULAWESI BARAT,MAMASA,MAMASA,2004,LAMBANAN,1133,0,56,126,102,117,126,107,75,71,77,68,61,45,39,23,22,18
SULAWESI BARAT,MAMASA,MAMASA,2005,LEMBANA SALULO,328,0,14,16,31,28,39,28,21,24,22,24,22,13,16,13,9,8
SULAWESI BARAT,MAMASA,MAMASA,2006,TAUPE,844,0,36,70,87,117,87,78,63,62,58,50,40,26,18,19,18,15
SULAWESI BARAT,MAMASA,MAMASA,2007,BUNTU BUDA,1261,20,54,96,132,107,116,102,104,87,92,95,81,59,31,33,27,25
SULAWESI BARAT,MAMASA,MAMASA,2008,TONDOK BAKARU,1046,0,44,86,117,107,112,90,67,77,67,70,67,38,29,25,17,33
SULAWESI BARAT,MAMASA,MAMASA,2009,PEBASSIAN,216,0,9,21,23,20,21,12,18,23,9,12,9,8,16,5,4,6
SULAWESI BARAT,MAMASA,MAMASA,2010,MAMBULILING,438,0,25,47,41,34,44,51,36,35,30,20,19,18,13,10,8,7
SULAWESI BARAT,MAMASA,MAMASA,2011,BOMBONG LAMBE,619,1,15,52,79,76,56,50,60,58,49,26,27,22,12,11,13,12
SULAWESI BARAT,MAMASA,MAMASA,2012,BUBUN BATU,440,0,25,34,48,43,41,38,38,40,33,22,22,15,15,8,7,11
SULAWESI BARAT,MAMASA,PANA,1001,PANA,278,0,10,24,27,26,32,26,13,15,18,21,19,14,8,14,7,4
SULAWESI BARAT,MAMASA,PANA,2003,MANIPI,569,0,15,46,54,72,64,48,32,51,31,38,38,22,18,19,12,9
SULAWESI BARAT,MAMASA,PANA,2005,MAMULLU,382,0,11,17,32,40,54,30,23,24,33,17,35,16,13,12,10,15
SULAWESI BARAT,MAMASA,PANA,2006,SAPAN,307,0,2,12,29,39,44,29,18,24,18,14,22,15,12,17,1,11
SULAWESI BARAT,MAMASA,PANA,2009,DATUBARINGAN,447,0,3,43,43,61,70,42,43,26,25,23,25,9,16,7,6,5
SULAWESI BARAT,MAMASA,PANA,2010,PANURA,326,0,8,12,15,34,49,18,17,29,29,25,26,12,17,10,6,19
SULAWESI BARAT,MAMASA,PANA,2011,TALLANG BULAWAN,331,0,13,22,34,38,40,26,17,25,23,29,16,13,6,11,7,11
SULAWESI BARAT,MAMASA,PANA,2012,KARAKA,292,0,9,20,27,32,30,22,10,22,23,18,17,15,16,8,9,14
SULAWESI BARAT,MAMASA,PANA,2013,ULUSALU,254,0,4,21,24,32,39,20,8,12,35,9,11,5,12,8,4,10
SULAWESI BARAT,MAMASA,PANA,2014,WERI,247,0,8,22,22,24,26,29,11,13,23,13,16,9,11,9,4,7
SULAWESI BARAT,MAMASA,PANA,2015,SALUTAMBUN,301,0,8,21,32,37,39,16,6,18,30,18,11,12,9,12,9,23
SULAWESI BARAT,MAMASA,PANA,2016,SALOAN,382,0,18,44,32,54,49,33,20,23,16,18,25,16,10,5,6,13
SULAWESI BARAT,MAMASA,PANA,2017,ULUSALU INDAH,253,0,6,24,24,36,38,14,7,18,16,19,11,10,10,6,7,7
SULAWESI BARAT,MAMASA,TABULAHAN,1001,LAKAHANG,893,6,45,78,76,94,85,85,64,62,72,74,55,35,29,12,13,8
SULAWESI BARAT,MAMASA,TABULAHAN,2002,PERIANGAN,234,0,4,16,25,23,30,19,18,16,24,16,15,9,9,5,4,1
SULAWESI BARAT,MAMASA,TABULAHAN,2003,MALATIRO,624,0,23,49,57,77,74,62,45,50,60,31,23,20,24,18,4,7
SULAWESI BARAT,MAMASA,TABULAHAN,2004,TABULAHAN,194,3,9,14,10,16,24,24,14,13,12,12,13,8,10,7,2,3
SULAWESI BARAT,MAMASA,TABULAHAN,2005,SALULEANG,151,0,7,5,12,19,17,7,6,14,16,12,11,7,6,6,3,3
SULAWESI BARAT,MAMASA,TABULAHAN,2007,TAMPAK KURRA,475,0,19,36,34,43,84,45,36,31,35,38,22,19,16,9,6,2
SULAWESI BARAT,MAMASA,TABULAHAN,2008,GANDANG DEWATA,122,0,7,4,8,11,22,12,9,6,9,7,10,5,7,1,2,2
SULAWESI BARAT,MAMASA,TABULAHAN,2009,BURANA,359,0,8,19,33,33,43,33,38,36,35,19,11,17,11,13,10,0
SULAWESI BARAT,MAMASA,TABULAHAN,2010,SALUBAKKA,244,6,21,16,16,20,33,23,21,19,21,20,15,6,2,4,1,0
SULAWESI BARAT,MAMASA,TABULAHAN,2011,PANGANDARAN,375,0,10,25,39,38,47,47,29,38,31,25,22,10,3,6,4,1
SULAWESI BARAT,MAMASA,TABULAHAN,2012,TALOPAK,158,0,7,11,10,14,21,17,14,13,9,11,12,4,6,5,1,3
SULAWESI BARAT,MAMASA,TABULAHAN,2013,PEU',134,0,7,5,22,15,25,8,12,7,10,10,6,5,0,1,0,1
SULAWESI BARAT,MAMASA,TABULAHAN,2014,TIMORO,119,0,6,8,9,9,19,7,9,9,17,6,4,7,5,1,2,1
SULAWESI BARAT,MAMASA,TABULAHAN,2015,LAKAHANG UTAMA,259,0,11,22,25,35,30,26,20,21,16,20,8,10,6,2,4,3
SULAWESI BARAT,MAMASA,SUMARORONG,1001,SUMARORONG,753,4,22,54,61,82,67,59,65,61,47,51,49,36,35,20,14,26
SULAWESI BARAT,MAMASA,SUMARORONG,1002,TABONE,496,0,25,38,39,54,61,48,30,27,44,28,24,21,19,16,8,14
SULAWESI BARAT,MAMASA,SUMARORONG,2003,BATANG URU,522,5,13,48,47,34,85,38,44,29,36,27,27,21,31,15,8,14
SULAWESI BARAT,MAMASA,SUMARORONG,2004,SASAKAN,620,9,32,58,59,57,69,32,37,43,64,36,43,26,18,9,17,11
SULAWESI BARAT,MAMASA,SUMARORONG,2005,TADISI,193,0,6,10,8,9,16,18,13,8,14,17,16,12,13,8,10,15
SULAWESI BARAT,MAMASA,SUMARORONG,2006,SIBANAWA,522,0,19,43,46,42,76,51,29,37,41,38,24,18,17,13,16,12
SULAWESI BARAT,MAMASA,SUMARORONG,2007,BATANGNGURU TIMUR,443,5,20,35,44,45,46,45,26,33,28,29,18,11,19,10,16,13
SULAWESI BARAT,MAMASA,SUMARORONG,2008,SALUBALO,463,5,21,29,47,51,56,45,32,26,31,32,22,17,22,9,10,8
SULAWESI BARAT,MAMASA,SUMARORONG,2009,BANEA,362,0,8,29,34,44,54,28,32,23,17,19,23,14,15,14,3,5
SULAWESI BARAT,MAMASA,SUMARORONG,2010,RANTE KAMASE,655,0,26,55,64,62,71,57,38,54,52,40,37,27,23,21,15,13
SULAWESI BARAT,MAMASA,MESSAWA,1001,MESSAWA,268,0,6,37,16,26,13,14,22,23,22,21,15,14,10,9,8,12
SULAWESI BARAT,MAMASA,MESSAWA,2002,RIPPUNG,549,0,17,48,45,67,64,50,32,43,46,38,25,24,17,15,6,12
SULAWESI BARAT,MAMASA,MESSAWA,2003,MAKUANG,412,2,18,32,34,30,42,29,19,31,24,35,33,31,18,11,9,14
SULAWESI BARAT,MAMASA,MESSAWA,2004,SEPANG,322,0,12,21,19,37,41,22,15,17,19,28,31,23,15,8,6,8
SULAWESI BARAT,MAMASA,MESSAWA,2005,MALIMBONG,194,0,7,17,13,21,23,11,9,11,21,14,7,10,13,5,4,8
SULAWESI BARAT,MAMASA,MESSAWA,2006,MATANDE,267,0,16,22,17,21,31,25,12,17,26,30,19,9,6,6,8,2
SULAWESI BARAT,MAMASA,MESSAWA,2007,SIPAI,336,0,13,26,30,45,39,29,11,20,42,18,18,9,18,12,2,4
SULAWESI BARAT,MAMASA,MESSAWA,2008,PASMA MAMBU,250,0,4,16,18,21,32,23,16,16,19,23,20,9,9,9,5,10
SULAWESI BARAT,MAMASA,MESSAWA,2009,TANETE BATU,277,0,5,17,18,27,25,25,13,20,28,13,19,17,19,13,8,10
SULAWESI BARAT,MAMASA,SESENAPADANG,2002,OROBUA,838,18,29,82,83,79,89,74,58,49,48,59,44,31,20,23,29,23
SULAWESI BARAT,MAMASA,SESENAPADANG,2003,PALADAN,285,6,15,22,23,25,26,39,18,14,13,17,20,16,9,14,4,4
SULAWESI BARAT,MAMASA,SESENAPADANG,2004,OROBUA TIMUR,210,0,3,13,24,17,25,21,8,7,10,18,18,9,12,11,4,10
SULAWESI BARAT,MAMASA,SESENAPADANG,2006,RANTE PUANG,583,18,21,34,53,70,62,42,31,37,41,50,26,28,16,18,16,20
SULAWESI BARAT,MAMASA,SESENAPADANG,2007,SATENETEAN,222,0,6,19,26,24,27,14,11,13,17,15,18,6,6,6,3,11
SULAWESI BARAT,MAMASA,SESENAPADANG,2008,LISUAN ADA,305,0,16,28,28,22,55,29,15,14,16,23,20,7,11,8,5,8
SULAWESI BARAT,MAMASA,SESENAPADANG,2010,OROBUA SELATAN,272,1,17,20,23,53,32,24,14,16,21,21,8,10,8,2,1,1
SULAWESI BARAT,MAMASA,SESENAPADANG,2012,MALANGKENA PADANG,281,5,11,26,23,16,37,28,17,16,13,26,18,7,16,9,6,7
SULAWESI BARAT,MAMASA,SESENAPADANG,2013,MALIMBONG,125,0,4,9,10,11,20,15,6,3,11,6,5,4,8,5,3,5
SULAWESI BARAT,MAMASA,SESENAPADANG,2014,MARAMPAN OROBUA,188,1,5,16,11,19,19,17,11,8,8,11,18,7,9,8,6,14
SULAWESI BARAT,MAMASA,TANDUK KALUA,1011,MINAKE,507,1,8,37,52,56,44,42,19,45,44,18,46,32,19,19,5,20
SULAWESI BARAT,MAMASA,TANDUK KALUA,2001,MALABO,298,5,9,23,31,28,29,27,14,26,24,18,18,14,15,8,4,5
SULAWESI BARAT,MAMASA,TANDUK KALUA,2005,SINDAGAMANIK,553,6,23,46,45,53,48,56,44,53,42,37,34,23,10,16,5,12
SULAWESI BARAT,MAMASA,TANDUK KALUA,2006,PARONDOBULAWAN,444,0,16,33,31,50,57,35,36,31,31,32,28,19,17,8,8,12
SULAWESI BARAT,MAMASA,TANDUK KALUA,2007,TAMALANTIK,501,0,32,38,50,49,70,40,34,32,38,30,25,19,17,8,8,11
SULAWESI BARAT,MAMASA,TANDUK KALUA,2008,MANNABABA,283,0,9,23,22,23,34,29,21,22,10,23,19,14,15,9,4,6
SULAWESI BARAT,MAMASA,TANDUK KALUA,2009,MESAKADA,384,3,15,41,45,36,39,44,29,22,20,32,14,10,13,6,7,8
SULAWESI BARAT,MAMASA,TANDUK KALUA,2010,BALLABATU,516,5,19,57,45,48,60,51,42,32,38,43,29,12,15,10,5,5
SULAWESI BARAT,MAMASA,TANDUK KALUA,2012,PAMBE,333,0,14,28,26,38,30,23,22,25,27,21,23,19,12,7,11,7
SULAWESI BARAT,MAMASA,TANDUK KALUA,2013,SALURANO,289,0,10,31,24,30,22,25,28,27,20,16,14,12,7,10,7,6
SULAWESI BARAT,MAMASA,TANDUK KALUA,2014,TALIMBUNG,331,0,14,27,27,33,39,37,26,23,21,21,21,13,14,6,3,6
SULAWESI BARAT,MAMASA,TANDUK KALUA,2015,KANAN,451,13,19,43,49,47,60,28,26,37,25,35,17,16,11,6,7,12
SULAWESI BARAT,MAMASA,TABANG,1001,TABANG,703,3,26,43,70,83,92,69,43,45,49,51,56,27,24,9,6,7
SULAWESI BARAT,MAMASA,TABANG,2003,TADOKALUA,559,6,26,48,65,68,84,55,31,24,29,42,29,17,10,13,8,4
SULAWESI BARAT,MAMASA,TABANG,2004,TABANG BARAT,1180,3,35,82,116,125,158,114,88,78,85,82,62,43,36,27,25,21
SULAWESI BARAT,MAMASA,TABANG,2005,MASUPU,290,0,10,22,22,40,33,24,15,20,22,15,19,13,11,9,10,5
SULAWESI BARAT,MAMASA,TABANG,2006,KALAMA,355,0,12,30,29,64,57,34,18,13,25,27,13,9,6,7,6,5
SULAWESI BARAT,MAMASA,TABANG,2007,BAKADISURA,577,6,28,58,50,53,81,76,37,32,41,39,20,17,15,6,7,11
SULAWESI BARAT,MAMASA,TABANG,2008,SALUKONA,284,0,17,32,28,39,38,28,20,17,19,14,15,4,3,2,6,2
SULAWESI BARAT,MAMASA,BAMBANG,2001,MOKALLANG,200,0,6,7,10,15,35,23,8,6,12,19,19,12,7,4,5,12
SULAWESI BARAT,MAMASA,BAMBANG,2002,MASOSO,197,0,4,13,14,18,20,22,10,12,22,19,7,9,7,7,5,8
SULAWESI BARAT,MAMASA,BAMBANG,2003,SALUASSING,407,0,14,26,45,48,53,43,35,19,35,35,21,12,11,5,3,2
SULAWESI BARAT,MAMASA,BAMBANG,2004,SALUBULO,204,0,5,13,13,23,28,29,11,23,14,19,10,3,5,4,2,2
SULAWESI BARAT,MAMASA,BAMBANG,2005,SALUKADI,319,0,12,23,23,21,40,44,15,18,21,27,20,18,9,8,9,11
SULAWESI BARAT,MAMASA,BAMBANG,2006,SALUKEPOPOK,400,9,22,34,33,37,54,51,22,28,32,24,19,12,12,5,3,3
SULAWESI BARAT,MAMASA,BAMBANG,2007,ULUMAMBI BARAT,291,3,12,20,24,27,48,36,14,10,13,20,22,10,13,2,7,10
SULAWESI BARAT,MAMASA,BAMBANG,2008,LIMBADEBATA,293,0,13,24,23,26,43,36,17,19,16,19,18,6,6,12,6,9
SULAWESI BARAT,MAMASA,BAMBANG,2009,TANETE TOMBA,169,0,9,12,11,16,30,19,10,4,11,19,6,6,4,7,4,1
SULAWESI BARAT,MAMASA,BAMBANG,2010,BAMBANG,578,0,17,60,51,48,72,64,36,32,38,38,43,24,21,13,11,10
SULAWESI BARAT,MAMASA,BAMBANG,2011,RANTELEMO,167,0,10,12,10,13,16,27,10,10,13,10,14,7,4,2,6,3
SULAWESI BARAT,MAMASA,BAMBANG,2012,SALUDENGEN,211,0,5,10,11,19,26,18,11,14,14,15,23,16,8,4,2,15
SULAWESI BARAT,MAMASA,BAMBANG,2013,ULUMAMBI,335,0,18,29,22,44,49,32,23,19,24,14,18,10,11,4,4,14
SULAWESI BARAT,MAMASA,BAMBANG,2014,BAMBANG TIMUR,310,1,14,31,19,25,39,39,19,16,15,20,26,13,9,10,5,9
SULAWESI BARAT,MAMASA,BAMBANG,2015,MINANGA,595,16,39,37,36,49,83,71,46,16,33,50,40,33,13,16,9,8
SULAWESI BARAT,MAMASA,BAMBANG,2016,SIKAMASE,190,9,10,14,15,21,27,24,11,10,5,8,11,10,5,2,2,6
SULAWESI BARAT,MAMASA,BAMBANG,2017,RANTETARIMA,134,0,2,5,6,7,13,15,4,4,11,20,14,7,6,10,4,6
SULAWESI BARAT,MAMASA,BAMBANG,2018,SALURURU,114,1,6,3,5,11,24,12,7,2,7,8,10,6,5,3,0,4
SULAWESI BARAT,MAMASA,BAMBANG,2019,SALUTABANG,151,0,4,7,10,13,29,18,7,11,10,16,4,5,3,4,2,8
SULAWESI BARAT,MAMASA,BAMBANG,2020,BALATANA,188,0,13,16,11,18,33,23,13,2,6,12,12,12,6,2,5,4
SULAWESI BARAT,MAMASA,BALLA,2001,BALLA,554,0,20,43,60,65,49,56,40,36,51,40,36,19,12,10,11,6
SULAWESI BARAT,MAMASA,BALLA,2002,BALLA BARAT,321,0,9,25,19,34,28,29,19,19,20,25,26,15,17,8,10,18
SULAWESI BARAT,MAMASA,BALLA,2003,BALLA SATANETEAN,452,0,17,33,34,40,48,30,25,29,32,35,37,19,19,24,14,16
SULAWESI BARAT,MAMASA,BALLA,2004,BALLA TUMUKA,380,0,8,29,25,42,33,36,18,24,22,29,21,22,28,17,12,14
SULAWESI BARAT,MAMASA,BALLA,2005,SEPAKUAN,516,0,12,40,40,43,63,41,28,39,42,41,35,21,28,15,12,16
SULAWESI BARAT,MAMASA,BALLA,2006,PIDARA,209,0,8,16,17,14,21,23,12,7,14,16,20,9,13,3,8,8
SULAWESI BARAT,MAMASA,BALLA,2007,BAMBAPUANG,233,0,9,15,11,20,30,17,17,8,22,17,17,14,14,4,12,6
SULAWESI BARAT,MAMASA,BALLA,2008,BALLA TIMUR,108,0,9,8,6,7,13,8,6,4,13,9,6,4,2,4,3,6
SULAWESI BARAT,MAMASA,NOSU,1001,NOSU,429,4,16,24,53,49,53,25,30,30,26,32,26,19,12,14,6,10
SULAWESI BARAT,MAMASA,NOSU,2002,MINANGA,149,0,2,8,11,16,25,15,13,4,16,4,9,5,6,6,4,5
SULAWESI BARAT,MAMASA,NOSU,2003,BATUPAPAN,510,0,18,40,54,52,72,39,28,27,37,38,24,22,16,18,11,14
SULAWESI BARAT,MAMASA,NOSU,2004,MASEWWE,307,0,12,32,39,37,30,39,33,23,13,21,12,9,3,0,1,3
SULAWESI BARAT,MAMASA,NOSU,2005,SIWI,246,0,7,17,20,29,27,23,13,11,14,17,15,12,11,12,11,7
SULAWESI BARAT,MAMASA,NOSU,2006,MINANGA TIMUR,253,0,9,12,22,21,29,19,17,13,25,19,18,5,11,9,16,8
SULAWESI BARAT,MAMASA,NOSU,2007,PARINDING,150,0,9,14,10,23,16,10,8,13,5,9,10,6,4,4,7,2
SULAWESI BARAT,MAMASA,TAWALIAN,1001,TAWALIAN,1250,17,38,125,124,135,109,90,98,106,76,73,86,44,49,32,16,32
SULAWESI BARAT,MAMASA,TAWALIAN,2002,TAWALIAN TIMUR,1010,12,43,96,112,115,135,71,61,52,76,67,51,26,27,24,22,20
SULAWESI BARAT,MAMASA,TAWALIAN,2003,KARIANGO,714,0,18,75,71,82,79,63,59,56,41,43,30,25,29,18,8,17
SULAWESI BARAT,MAMASA,TAWALIAN,2004,RANTETANGNGA,701,18,29,56,75,70,74,58,44,44,41,42,46,25,22,19,20,18
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,2001,SALUMOKANAN,340,0,13,37,16,43,41,34,16,26,28,22,21,13,11,9,7,3
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,2003,SALUMOKANAN BARAT,468,0,20,29,32,59,72,51,31,23,28,39,19,16,13,7,13,16
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,2004,BUANGIN,417,0,18,35,39,52,57,39,28,27,28,26,20,14,9,12,5,8
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,2005,BAMBANG BUDA,436,0,15,34,27,32,46,30,28,26,39,45,31,23,17,14,20,9
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,2006,LEKO,114,0,2,5,5,11,14,12,8,9,11,12,9,3,3,4,1,5
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,2007,KIRAK,259,0,17,19,15,31,34,31,19,11,18,21,11,8,9,6,4,5
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,2008,SALUMOKANAN UTARA,393,0,7,23,23,46,66,38,20,24,50,24,13,12,14,17,8,8
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,2009,SAMPALE,190,0,5,10,13,18,28,26,14,11,15,16,13,11,8,1,1,0
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2001,BUNTUMALANGKA,456,6,24,33,42,39,65,38,25,30,33,31,28,16,17,11,7,11
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2002,RANTEBERAN,521,16,35,45,44,48,59,54,43,31,26,33,15,25,13,16,5,13
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2003,KEBANGA,260,13,22,28,29,27,20,31,25,7,18,8,7,6,7,6,3,3
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2004,SALURINDU,202,0,12,17,18,24,26,24,13,10,16,16,6,5,5,6,3,1
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2005,TAORA,204,0,3,12,8,20,26,24,17,9,11,19,19,14,8,4,3,7
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2006,KABAE,219,3,9,20,19,14,28,29,10,21,16,13,9,10,5,5,4,4
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2007,SALUTAMBUN BARAT,263,5,16,20,11,22,37,24,19,11,25,16,13,14,14,6,4,6
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2008,PENATANGAN,417,0,26,40,42,60,59,46,23,31,26,15,13,13,10,4,5,4
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2009,SALUTAMBUN TIMUR,189,6,6,12,11,14,24,10,16,9,13,18,12,6,6,11,5,10
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2010,SALUTAMBUN,247,0,3,9,11,8,25,19,34,18,19,21,20,26,15,4,7,8
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,2011,ARALLE TIMUR,334,8,27,29,33,28,59,29,15,13,21,23,16,10,5,4,11,3
SULAWESI BARAT,MAMASA,MEHALAAN,2001,MEHALAAN,181,0,1,14,12,22,22,16,12,11,14,16,15,7,5,6,5,3
