PROVINSI,KABUPATEN,KECAMATAN,KODE,KELURAHAN,Jumlah_Penduduk,Umur 0 - 1,Umur 2 - 4,Umur 5 - 9,Umur 10 - 14,Umur 15 - 19,Umur 20 - 24,Umur 25 - 29,Umur 30 - 34,Umur 35 - 39,Umur 40 - 44,Umur 45 - 49,Umur 50 - 54,Umur 55 - 59,Umur 60 - 64,Umur 65 - 69,Umur 70 - 74,Umur 75+
SULAWESI BARAT,MAMASA,MEHALAAN,2002,BOTTENG,206,0,3,14,17,28,28,18,14,10,25,17,11,8,7,2,2,2
SULAWESI BARAT,MAMASA,MEHALAAN,2003,SALUKONTA,219,0,4,20,20,23,25,24,13,20,21,17,10,5,2,8,6,1
SULAWESI BARAT,MAMASA,MEHALAAN,2004,MESAKADA,219,2,6,21,18,22,29,22,16,12,13,21,12,8,7,1,8,1
SULAWESI BARAT,MAMASA,MEHALAAN,2005,MEHALAAN BARAT,257,1,9,22,19,21,28,26,18,17,22,20,17,11,12,5,5,4
SULAWESI BARAT,MAMASA,MEHALAAN,2006,SALUAHOK,238,0,8,18,22,39,32,21,17,12,24,14,7,9,6,5,3,1
SULAWESI BARAT,MAMASA,MEHALAAN,2007,SALUBALO,148,0,11,12,12,10,17,18,8,10,15,10,4,7,3,6,2,3
SULAWESI BARAT,MAMASA,MEHALAAN,2008,PASSEMBUK,105,0,9,7,14,8,9,16,12,9,8,5,2,2,2,0,1,1
SULAWESI BARAT,MAMASA,MEHALAAN,2009,KONDO,121,0,8,8,13,12,16,11,12,10,6,7,6,2,5,1,1,3
SULAWESI BARAT,MAMASA,MEHALAAN,2010,LEKO SUKAMAJU,96,0,5,6,11,15,10,7,6,7,11,5,6,2,3,0,2,0
SULAWESI BARAT,MAMASA,MEHALAAN,2011,ULUMEA,102,0,5,7,8,9,11,13,9,7,5,8,5,5,5,1,0,4
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,1001,TINAMBUNG,1836,20,73,133,144,147,173,134,132,138,110,122,123,100,90,83,59,55
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,2002,KARAMA,2478,0,106,217,254,233,244,203,161,180,157,155,129,144,94,69,53,79
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,2003,TANGNGA TANGNGA,1651,36,100,175,164,159,154,120,132,95,94,92,86,71,60,40,31,42
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,2004,LEKOPADIS,1292,14,54,103,120,132,118,115,62,87,72,95,84,75,56,29,22,54
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,2005,GALUNG LOMBOK,1168,17,59,93,111,127,96,92,62,75,83,92,65,62,33,18,32,51
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,2006,TANDUNG,1040,0,48,114,113,100,79,74,83,83,66,54,56,49,40,40,15,26
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,2007,BATULAYA,910,12,53,82,95,77,75,65,66,65,63,40,53,54,31,30,24,25
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,2008,SEPABATU,1129,0,49,100,111,124,105,78,70,86,66,61,79,52,31,28,29,60
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,1001,PAPPANG,1132,0,27,85,109,122,98,76,64,73,76,88,67,72,46,39,46,44
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2002,LALIKO,1428,0,61,159,140,137,139,122,125,108,107,76,81,52,38,34,22,27
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2003,BONDE,2252,21,81,157,210,213,201,155,134,163,155,165,165,137,97,91,54,53
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2004,KATUMBANGAN LEMO,1847,33,89,146,164,160,176,174,134,126,152,122,111,86,60,40,20,54
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2005,PANYAMPA,1031,0,39,94,109,114,126,68,80,84,69,63,46,42,32,23,24,18
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2006,SURUANG,1091,0,45,99,103,104,105,94,74,65,55,76,89,50,32,24,31,45
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2007,LAMPOKO,1857,27,84,172,198,188,194,128,137,122,120,144,123,69,54,28,29,40
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2008,KATUMBANGAN,2269,30,91,203,221,197,200,190,175,170,174,128,152,103,74,53,49,59
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2009,LAPEO,1873,40,99,162,186,187,177,140,149,119,124,125,92,85,54,47,35,52
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2010,PARAPPE,1928,12,83,181,182,190,176,153,137,124,115,125,147,89,63,51,38,62
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2011,ONGKO,847,0,33,61,69,99,82,59,59,63,45,72,50,41,31,25,25,33
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2012,KENJE,1595,0,64,137,156,167,166,120,85,119,118,98,109,80,59,38,34,45
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2013,SUMARRANG,2355,0,114,218,236,252,227,190,171,160,164,163,159,86,66,43,39,67
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2014,BOTTO,1332,0,65,129,124,170,125,118,98,96,91,85,62,50,40,30,19,30
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2015,GATTUNGAN,994,28,67,88,90,103,91,77,78,73,63,56,59,38,31,15,19,18
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2016,PADANG TIMUR,884,0,33,76,91,97,66,63,45,61,70,67,54,42,38,16,19,46
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2017,PADANG,454,0,9,27,36,38,51,42,28,22,37,33,35,26,23,16,11,20
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,2018,LAGI-AGI,1396,16,69,127,134,143,116,130,112,104,79,73,100,63,44,28,18,40
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,1001,SIDODADI,3303,45,107,232,247,306,348,295,218,217,254,255,235,164,127,98,73,82
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2002,SIDOREJO,1936,24,78,151,172,187,182,124,137,148,156,166,128,104,66,48,36,29
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2003,SUMBEREJO,2152,36,107,181,182,146,197,197,155,161,179,167,131,129,81,48,28,27
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2004,BUMIAYU,1539,31,56,94,120,131,97,103,108,108,142,126,131,98,75,42,41,36
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2005,KEBUNSARI,998,0,37,88,66,68,87,80,66,62,78,95,68,60,41,42,25,35
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2006,BANUA BARU,1017,0,47,96,83,92,80,102,85,78,70,58,72,49,36,27,18,24
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2007,NEPO,1198,15,49,120,123,112,102,77,104,75,98,81,84,44,41,31,16,26
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2008,SUGIHWARAS,2456,35,106,193,202,255,249,197,165,185,202,187,186,100,77,57,28,32
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2009,CAMPURJO,1237,0,83,88,84,101,127,85,92,120,86,79,87,65,48,40,26,26
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2010,BUMIMULYO,714,0,33,53,63,53,61,54,54,59,82,55,58,28,19,16,12,14
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2011,TUMPILING,1127,0,49,96,97,101,101,89,80,89,112,65,78,61,33,24,22,30
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2012,BAKKA-BAKKA,887,0,39,89,78,103,71,71,77,59,63,64,46,35,34,21,14,23
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2013,ARJO SARI,915,0,25,85,83,81,75,71,78,75,76,85,69,45,32,18,8,9
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,2014,GALESON,1359,14,67,107,153,100,108,104,105,113,88,101,91,73,47,31,15,42
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,1001,POLEWALI,2904,73,137,272,275,296,239,240,194,190,210,207,184,144,82,63,41,57
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,1002,WATTANG,2104,20,96,158,190,218,229,167,139,137,157,150,141,100,74,45,38,45
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,1003,SULEWATANG,2021,0,77,170,201,223,210,158,144,158,127,152,136,79,59,43,29,55
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,1004,LANTORA,2590,55,119,216,261,227,220,209,208,194,197,144,159,125,81,67,47,61
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,1005,TAKATIDUNG,2778,29,126,254,300,277,248,214,231,209,215,144,175,125,98,58,36,39
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,1006,PEKKABATA,2385,10,89,194,212,205,254,212,167,167,208,164,164,112,96,53,42,36
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,1007,MADATE,4108,88,194,354,373,401,383,350,308,318,268,236,278,192,144,89,69,63
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,1008,MANDING,2093,42,125,222,222,190,176,164,180,211,164,119,114,69,29,22,15,29
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,1009,DARMA,3839,36,137,311,411,393,384,294,280,280,280,253,278,171,125,78,54,74
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,1001,TARAMANU,781,0,28,86,96,114,80,63,44,65,56,47,41,28,16,8,5,4
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2002,AMBOPADANG,722,0,43,87,74,80,76,79,75,74,62,35,21,6,3,1,2,4
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2003,TUBBI,608,3,27,69,76,77,72,63,47,38,36,34,34,19,4,4,3,2
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2004,RATTE,830,0,28,74,132,121,117,67,70,49,66,54,27,6,9,4,3,3
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2005,BESOANGIN,488,0,23,53,68,67,48,38,31,44,35,22,20,15,15,3,5,1
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2006,PIRIANG TAPIKO,567,0,14,49,64,89,66,44,51,36,59,26,16,17,17,8,3,8
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2007,PEBURRU,748,0,28,72,79,87,79,71,73,66,51,53,41,28,12,6,0,2
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2008,TALOBA,474,8,38,58,58,64,48,38,28,36,31,25,18,14,6,2,1,1
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2009,POLLEWANI,1084,19,57,131,126,110,124,86,98,63,91,59,56,29,16,5,7,7
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2010,ARABUA,394,0,20,42,49,42,37,43,29,28,27,28,23,10,3,2,6,5
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2011,BESOANGIN UTARA,334,0,9,31,34,36,45,35,32,34,29,22,14,7,3,2,1,0
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2012,PODA,626,0,32,61,68,77,60,53,37,53,46,47,40,21,9,11,7,4
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,2013,TARAMANU TUA,556,0,29,55,79,61,62,65,49,40,47,26,21,12,9,0,0,1
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,1005,AMASSANGAN,1766,43,77,145,210,173,171,138,146,123,134,106,91,81,41,23,21,43
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,2001,TONYAMAN,2488,58,139,230,275,234,235,181,194,186,200,138,145,91,70,41,40,31
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,2002,KUAJANG,1398,25,96,164,167,135,112,115,116,110,86,85,70,45,23,12,12,25
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,2003,PAKU,1384,8,50,113,149,135,124,82,88,97,118,107,106,63,52,39,30,23
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,2004,MIRRING,1674,27,87,135,176,175,150,127,120,107,129,123,110,67,56,26,26,33
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,2006,BATETANGNGA,2636,19,137,213,233,280,299,206,190,206,186,191,179,98,72,42,33,52
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,2007,MAMMI,769,0,31,84,91,69,81,54,63,75,54,45,30,33,16,13,12,18
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,2008,KALEOK,624,0,21,70,74,65,43,57,43,65,41,44,41,21,15,6,6,12
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,2009,AMOLA,829,15,34,61,102,81,76,74,79,67,69,42,44,24,18,11,12,20
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,2010,REA,1525,28,58,137,148,153,130,136,139,97,98,95,111,68,40,17,27,43
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,1001,PELITAKAN,890,0,34,73,64,80,81,62,48,74,78,78,75,37,30,29,25,22
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2002,TAPANGO,1213,12,59,80,122,112,125,93,111,110,103,88,63,40,36,26,18,15
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2003,RAPPANG,1073,0,66,88,103,116,116,86,69,86,68,77,68,44,23,21,19,23
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2004,DAKKA,875,0,29,81,87,67,72,63,73,82,75,73,62,36,29,12,12,22
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2005,BATU,540,0,25,46,52,49,47,42,30,49,50,50,31,17,15,17,7,13
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2006,RISO,1091,16,54,116,88,106,107,87,87,89,74,82,61,40,34,19,11,20
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2007,PALATTA,802,0,33,64,76,97,69,61,53,73,70,69,51,30,21,12,11,12
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2008,TAPANGO BARAT,771,0,60,66,73,64,85,66,62,52,63,48,37,22,23,12,19,19
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2009,KURRAK,271,0,4,22,33,25,30,21,29,29,21,18,17,11,6,3,2,0
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2010,BUSSU,580,0,28,56,60,65,49,50,36,46,40,45,36,20,13,14,9,13
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2011,TUTTULA,446,9,27,41,36,53,49,56,39,27,29,18,16,20,5,4,8,9
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2012,JAMBU MALEA,807,0,53,73,85,88,86,67,49,63,53,71,41,35,10,10,3,20
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2013,KALIMBUA,648,0,23,51,57,65,72,47,67,51,63,49,35,18,30,8,7,5
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,2014,BANATO REJO,1004,0,42,88,92,78,90,88,68,50,109,73,77,42,37,22,27,21
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,1001,MAPILI,1059,0,57,112,109,98,83,77,84,71,82,69,60,36,43,32,21,25
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2002,UGIBARU,1445,28,77,118,138,145,109,102,100,114,115,86,97,68,37,44,25,42
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2003,RUMPA,1482,36,84,131,139,152,134,120,98,96,99,94,100,51,51,41,23,33
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2005,KURMA,1664,13,70,144,200,162,146,142,126,110,117,119,107,59,54,37,30,28
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2007,BUKU,1181,16,62,87,109,124,125,91,80,68,85,75,63,57,48,27,25,39
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2009,BONNE BONNE,951,0,38,84,95,87,74,71,80,71,68,74,62,49,42,16,20,20
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2011,BEROANGIN,1036,29,64,94,119,115,90,77,76,84,77,60,39,25,27,28,16,16
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2015,SEGERANG,713,0,38,59,63,58,76,55,49,48,70,48,41,24,31,20,13,20
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2016,BONRA,1471,21,85,124,136,161,129,110,96,102,114,85,82,74,52,35,22,43
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2017,SATTOKO,302,11,11,30,30,33,24,26,22,24,21,21,20,13,3,7,5,1
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2018,RAPPANG BARAT,1370,0,62,133,151,132,105,113,120,94,103,88,91,43,51,25,30,29
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,2019,LANDI KANUSUANG,1561,20,70,132,167,167,185,146,117,112,109,96,83,63,33,17,14,30
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,1001,MATANGNGA,416,9,7,32,23,58,43,42,26,26,39,30,38,19,9,12,1,2
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,2002,LILLI,301,0,10,23,27,24,26,46,33,16,26,33,12,5,4,5,3,8
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,2003,RANGOAN,315,0,10,26,24,25,46,27,31,25,31,21,22,13,4,5,4,1
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,2004,TAPUA,596,0,33,56,56,85,62,47,38,58,37,35,34,20,16,8,5,6
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,2005,MAMBU TAPUA,259,0,17,30,20,26,29,27,20,18,18,15,14,8,3,6,2,6
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,2006,BA'BA TAPUA,155,0,12,11,17,18,19,20,16,20,10,7,4,1,0,0,0,0
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,2007,KATIMBANG,276,0,14,24,13,31,42,14,21,24,35,24,21,7,4,1,0,1
SULAWESI BARAT,POLEWALI MANDAR,LUYO,1004,BATUPANGA,1749,12,67,178,166,165,176,146,144,122,103,126,103,79,57,36,41,28
SULAWESI BARAT,POLEWALI MANDAR,LUYO,2001,MAMBU,1189,17,56,110,106,135,130,89,73,95,75,93,72,47,29,18,16,28
SULAWESI BARAT,POLEWALI MANDAR,LUYO,2002,TENGGELANG,1821,24,85,185,166,207,172,155,114,141,128,113,93,64,55,52,35,32
SULAWESI BARAT,POLEWALI MANDAR,LUYO,2003,BARU,2185,14,82,212,231,243,217,179,180,131,148,141,131,97,63,38,28,50
SULAWESI BARAT,POLEWALI MANDAR,LUYO,2005,PUSSUI,981,0,34,81,82,119,112,85,64,75,58,66,61,47,36,23,10,28
SULAWESI BARAT,POLEWALI MANDAR,LUYO,2006,MAPILI BARAT,1426,29,58,116,132,184,130,112,97,80,94,103,92,56,56,30,21,36
SULAWESI BARAT,POLEWALI MANDAR,LUYO,2007,SAMBALI WALI,1221,0,43,104,115,151,131,86,85,96,71,84,74,54,37,27,21,42
SULAWESI BARAT,POLEWALI MANDAR,LUYO,2008,BATUPANGA DAALA,1417,0,59,132,147,165,144,141,102,93,86,92,84,60,42,18,28,24
SULAWESI BARAT,POLEWALI MANDAR,LUYO,2009,LUYO,899,0,37,81,89,87,77,66,76,84,61,54,60,43,23,21,13,27
SULAWESI BARAT,POLEWALI MANDAR,LUYO,2010,PUSSUI BARAT,601,0,26,51,69,68,75,53,37,39,39,39,26,28,19,12,7,13
SULAWESI BARAT,POLEWALI MANDAR,LUYO,2011,PUCCADI,927,5,47,92,90,116,95,67,74,65,57,73,46,21,19,23,12,25
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,1001,LIMBORO,1147,0,41,80,90,113,88,66,60,81,73,80,88,67,77,46,34,63
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,2002,LEMBANG LEMBANG,1704,0,64,120,149,150,154,123,109,111,100,116,114,94,71,76,60,93
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,2003,TANDASURA,879,0,34,79,87,101,89,72,60,62,58,65,47,36,24,20,14,31
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,2004,SAMASUNDU,898,0,31,90,90,85,72,61,51,46,59,60,59,42,47,29,30,46
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,2005,NAPO,1065,0,49,84,116,104,112,77,57,62,59,73,59,60,50,34,28,41
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,2006,TODANG TODANG,437,0,18,37,47,43,51,31,19,26,23,25,24,28,25,20,9,11
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,2007,PENDULANGAN,390,0,18,29,46,51,43,32,30,20,20,24,31,8,17,6,5,10
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,2008,RENGGEANG,734,0,27,68,62,67,72,58,48,54,41,38,55,40,30,29,23,22
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,2009,SALARRI,461,0,21,44,51,56,47,29,24,23,35,34,22,23,18,10,5,19
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,2010,TANGAN BARU,605,0,13,55,51,78,53,53,34,41,39,31,37,25,27,25,15,28
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,2011,PALECE,878,0,28,66,74,93,89,70,48,54,61,47,70,43,42,26,30,37
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,1002,BALANIPA,1553,34,83,129,133,165,150,118,100,105,95,113,106,58,60,38,31,35
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,2001,TAMMAJARRA,901,0,50,85,95,102,69,86,65,61,47,57,53,41,32,28,8,22
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,2003,TAMANGGALLE,1244,26,91,129,117,136,107,95,89,79,71,77,77,46,30,19,25,30
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,2004,MOSSO,342,0,13,23,19,21,45,35,21,20,21,27,26,19,18,10,4,20
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,2005,GALUNG TULUK,1788,0,90,164,187,177,162,143,146,108,111,130,86,113,64,41,20,46
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,2006,SABANG SUBIK,1529,24,74,133,129,154,132,119,101,100,100,111,84,102,51,47,34,34
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,2007,PAMBUSUANG,2984,98,180,275,258,280,289,231,201,189,199,172,171,140,111,80,47,63
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,2008,BALA,2554,105,137,244,222,248,261,198,179,173,155,161,132,109,80,72,29,49
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,2009,LAMBANAN,305,0,12,29,22,21,17,19,15,19,13,32,30,20,25,4,10,17
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,2010,LEGO,597,0,23,53,53,73,58,43,43,44,46,39,26,28,20,19,11,18
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,2011,PALLIS,302,0,10,25,27,34,21,13,17,28,24,19,19,17,10,9,10,19
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,1001,ANREAPI,643,0,22,53,62,62,81,59,46,41,40,44,44,29,17,12,14,17
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,2002,DUAMPANUA,1484,0,79,150,162,160,160,115,97,108,121,101,77,50,40,19,18,27
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,2003,KELAPA DUA,1012,0,46,83,96,86,102,87,84,99,83,70,57,36,23,25,14,21
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,2004,PAPPANDANGAN,784,0,30,73,55,76,80,91,64,58,61,46,56,32,22,6,11,23
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,2005,KUNYI,828,0,32,79,88,71,84,63,62,77,57,59,57,27,22,18,10,22
