PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,Nama_Sekolah,NPSN,Alamat,Status,Bentuk_Pendidikan,Latitude,Longitude
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LUMU,SMKS SALUMANURUNG,69774916,SALUMANURUNG,SWASTA,SMK,-2.1625,119.3095
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,KIRE,SMKN 1 BUDONG BUDONG,69786950,Dusun Rantekombiling,NEGERI,SMK,-2.1374,119.2238
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALUGATTA,SMAN 3 BUDONG-BUDONG,60728421,Jalan Pendidikan,NEGERI,SMA,-2.1766,119.2302
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LUMU,SMAN 2 BUDONG-BUDONG,60728430,Jl. Poros Babana-Lumu,NEGERI,SMA,-2.1731,119.1663
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,SMAN 1 BUDONG-BUDONG,40600230,JL. PENDIDIKAN BABANA,NEGERI,SMA,-2.0851,119.2029
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PONTANAKAYANG,MAS AN-NAHDHAH,40605967,JL. KIHAJAR DEWANTARA RT. 01/RW.03,SWASTA,MA,-2.1605,119.2599
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BARAKKANG,MAS Al-Chaeriyah Ma`arif Barakkang,69889101,Jln. Trans Sulawesi,SWASTA,MA,-2.1508,119.2451
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,MA NURUL ILMI,70025982,Jln. Poros Polohu Babana Dusun Karondang Desa Babana,SWASTA,MA,-2.08681207036116,119.233653539959
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,MAS AL-AMANAH WAIKAYA,60404204,WAIKAYA DESA TASOKKO KOROSSA,SWASTA,MA,-1.8924,119.3626
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,MAS AL-MAARIF,69788086,KPP. LOTU RT 01 RW 01 DESA KAROSSA,SWASTA,MA,-1.8003,119.4055
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,MAS KAROSSA,69734324,DUSUN DURIKUMBA DESA KAROSSA,SWASTA,MA,-1.8002,119.3951
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,SMAN 1 KAROSSA,40605623,"JL. LARA III, DUSUN LOTU",NEGERI,SMA,-1.8037,119.3927
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,SMAN 2 KAROSSA,60728425,Tomemba,NEGERI,SMA,-1.9238,119.3571
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,SMKN KAROSSA,40600211,MORA KM. 6 KAROSSA,NEGERI,SMK,-1.802,119.3914
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LARA,SMKS BINA HARAPAN,69940183,Jl. Poros Lara,SWASTA,SMK,-1.8644,119.8549
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BUDONG-BUDONG,MA NURUL HASAN TUMBU,69849494,JL.Poros Topoyo Tumbu,SWASTA,MA,-2.0243,119.2388
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,MAS DARUL ISTIQAMAH TOPOYO,60404226,"JL. PESANTREN NO.3 DESA TOPOYO, TOPOYO",SWASTA,MA,-1.865163,119.425886
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,MAS DDI TOPOYO,60404223,TOPOYO 2,SWASTA,MA,-1.945403,119.450595
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALULEBO,MAS HUSNAYAIN SALULEBO,60404225,DESA SALULEBO TOPOYO MAMUJU SUL-BAR,SWASTA,MA,-2.0408,119.4422
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,MAS Plus YPUI Al-Ikhwan,60404224,JL. PESANTREN NO. 4 TOPOYO,SWASTA,MA,-2.066,119.2727
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BUDONG-BUDONG,MAS SINAR ILMU BUDONG-BUDONG,69788161,"Jl. Pue ballung, Patulana, RT 002",SWASTA,MA,-1.903127,119.566419
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG,SMA NEGERI 2 TOPOYO,69905907,Salupangkang,NEGERI,SMA,-1.9984516,119.4704854
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,WAE PUTEH,SMAN 1 TOPOYO,40604355,JL. POROS TUMBU TOPOYO,NEGERI,SMA,-2.0532,119.2726
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALULEBO,SMAS AL-MUJABIR NUR,70038703,Dusun Karomana,SWASTA,SMA,-2.0468,119.4137
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TABOLANG,SMKN TOPOYO,40604711,JL. POROS TABOLANG,NEGERI,SMK,-2.0519,119.3125
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,POLONGAAN,MA Baiturrahman,69849493,Anggrek,SWASTA,MA,-1.922302,119.612748
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BATU PARIGI,SMA NEGERI 2 TOBADAK,69905126,Dusun Pandoang-Doang,NEGERI,SMA,-2.0756,119.42
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,MAHAHE,SMAN 1 TOBADAK,40604354,TOBADAK II,NEGERI,SMA,-2.1151,119.3591
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,TOBADAK,SMKN 1 TOBADAK,60728435,TOBADAK,NEGERI,SMK,-1.9923,119.5544
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KUO,MA MIFTAHUL MARDIYAH KUO,69849491,Jalan Santri No.02,SWASTA,MA,-2.2515,119.2286
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KUO,MAS AWALUDDIN KUO,60404215,Jl. Santri No. 01,SWASTA,MA,-2.2523,119.23
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO PANGALE,SMAN 1 PANGALE,40600231,JL. POROS MAMUJU - PASANGKAYU,NEGERI,SMA,-2.2718,119.2
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LEMO-LEMO,SMKS BINA KARYA,69940185,Jl. Poros Lemo-Lemo,SWASTA,SMK,-2.238367,119.225167
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,PANGALE,SMKS JUAN PATTAROPURA,69907901,Dusun Karama,SWASTA,SMK,-2.2933174,119.1627468
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,MAS DDI PASANGKAYU,60404235,JL.CAMAR,SWASTA,MA,-1.309355,119.4349
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,SMA NEGERI 2 PASANGKAYU,69833165,PASANGKAYU,NEGERI,SMA,-1.1802,119.3437
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,SMAN 1 PASANGKAYU,40601851,JL. ANDI DEPU,NEGERI,SMA,-1.1764,119.3607
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,SMK Bintang Sembilan,70042868,Jl. Moh. Hatta,SWASTA,SMK,-1.1742,119.3503
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,GUNUNG SARI,SMKN 1 PASANGKAYU,40602429,Jl. Poros PT. PASANGKAYU,NEGERI,SMK,-1.2035,119.4427
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,SMKN 2 PASANGKAYU,69877308,JL. TRANS SULAWESI,NEGERI,SMK,-1.1807,119.3483
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,SMKS KARYA BANGSA PASANGKAYU,69755558,Jl. May Jend. A. Yani Lorong Tanjung Babia 1,SWASTA,SMK,-1.2457,119.3524
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,SMKS PEDULI BANGSA PASANGKAYU,69984990,JL.LING. TANJUNG BABIA,SWASTA,SMK,-1.1755,119.366
SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,MAS DDI SARUDU,60404237,JL. TRANS SULAWESI - TANAMONI KECAMATAN SARUDU,SWASTA,MA,-1.170315,119.504845
SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,SMAN 1 SARUDU,40601859,JL. TRANS SULAWESI,NEGERI,SMA,-1.6901,119.2879
SULAWESI BARAT,PASANGKAYU,SARUDU,BULU MARIO,SMKN 1 SARUDU,40605628,Jl.Banteng Desa Bulu Mario,NEGERI,SMK,-1.6827,119.3437
SULAWESI BARAT,PASANGKAYU,BARAS,BARAS,MAS AL BANA ASING HAMZANWADI NW,60404229,JL. TRANS SULAWESI DUSUN MAJENE,SWASTA,MA,-1.5122,119.3397
SULAWESI BARAT,PASANGKAYU,BARAS,BARAS,MAS AL-KHAIRAAT BARAS,60404228,Jalan Trans Sulawesi (Bukit Vina) Kelurahan Baras,SWASTA,MA,-1.576,119.3275
SULAWESI BARAT,PASANGKAYU,BARAS,BULU PARIGI,SMAN 1 BARAS,40601857,JL.TRANS SULAWESI,NEGERI,SMA,-1.6099,119.3133
SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,SMK-ALFALAH,69990259,Desa Kasano,SWASTA,SMK,-1.5501,119.3585
SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,SMKN 1 BARAS,40604625,Jl. Dg. Mattahang,NEGERI,SMK,-1.5351,119.3401
SULAWESI BARAT,PASANGKAYU,BARAS,BALANTI,SMKN 2 BARAS,40604636,"Jl. Pendidikan, Dusun Sidomaju",NEGERI,SMK,-1.5745,119.403
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,BAMBALAMOTU,SMAN 1 BAMBALAMUTU,40601852,JL. SAWI BAMBALAMOTU,NEGERI,SMA,-1.0976,119.4606
SULAWESI BARAT,PASANGKAYU,BAMBALAMUTU,RANDOMAYANG,SMKN 1 BAMBALAMUTU,40605630,JALAN TRANS SULAWESI,NEGERI,SMK,-1.0366,119.481
SULAWESI BARAT,PASANGKAYU,DAPURANG,DAPURANG,MA AS'ADIYAH DARUSSALAM BELAWA RAHMAT,70026979,Dusun Belawa Rahmat Desa Dapurang,SWASTA,MA,-1.7657,119.3353
SULAWESI BARAT,PASANGKAYU,DAPURANG,BENGGAULU,MAS DARUL ULUM BENGGAULU,60404231,Dusun Funju,SWASTA,MA,-1.7387,119.4097
SULAWESI BARAT,PASANGKAYU,DAPURANG,BENGGAULU,MAS YADI CABANG FUNJU,60404232,JL.SP.5 LOR III DUSUN MAROS BARU,SWASTA,MA,-1.686844,119.398188
SULAWESI BARAT,PASANGKAYU,DAPURANG,BULU BONGGU,SMA INTEGRAL DARUL HIJRAH,70041179,Desa/Kel: Bulubonggu,SWASTA,SMA,-1.7136,119.4275
SULAWESI BARAT,PASANGKAYU,DAPURANG,DAPURANG,SMAN 1 DAPURANG,40604958,Jl. Trans Sulawesi Poros Palu-Mamuju Dusun Kampung Baru,NEGERI,SMA,-1.7438,119.3494
SULAWESI BARAT,PASANGKAYU,DAPURANG,SARASA,SMKN 1 DAPURANG,40605629,Kasalai,NEGERI,SMK,-1.7492,119.5546
SULAWESI BARAT,PASANGKAYU,DAPURANG,BENGGAULU,SMKS SMART JAYA,69978089,JL TRANS SULAWESI DESA BENGGAULU DAPURANG,SWASTA,SMK,-1.655757,119.5790031
SULAWESI BARAT,PASANGKAYU,DURIPOKU,TAMMARUNANG,MAS NURUL JADID,60404233,JL. PENDIDIKAN NO.10,SWASTA,MA,-1.105608,119.474159
SULAWESI BARAT,PASANGKAYU,DURIPOKU,TAMMARUNANG,SMA NEGERI 1 DURIPOKU,69899277,Dusun Mata Allo,NEGERI,SMA,-1.653067,119.418831
SULAWESI BARAT,PASANGKAYU,BULU TABA,KARAVE,MAS Al-Hikmah,60404230,Jl. Masjid No. 5,SWASTA,MA,-1.4908,119.4076
SULAWESI BARAT,PASANGKAYU,BULU TABA,LILIMORI,SMAN 1 BULUTABA,40601855,JL. SULTAN HASANUDDIN,NEGERI,SMA,-1.4752,119.4189
SULAWESI BARAT,PASANGKAYU,LARIANG,BATU MATORU,SMAN 1 LARIANG,69786227,JALAN PENDIDIKAN,NEGERI,SMA,-1.3395,119.3928
SULAWESI BARAT,PASANGKAYU,LARIANG,BAJAWALI,SMK NEGERI 1 LARIANG,70027297,Bajawali,NEGERI,SMK,-1.4914,119.3643
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,JENGENG RAYA,SMAN 1 TIKKE RAYA,40604959,JL. TRANS SULAWESI,NEGERI,SMA,-1.3398,119.369
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,PAJALELE,SMKN 1 TIKKE,69877290,DESA PAJALELE,NEGERI,SMK,-1.2991,119.3458
SULAWESI BARAT,PASANGKAYU,PEDONGGA,MALEI,MAN 1 PASANGKAYU,60404236,JL. TRANS SULAWESI PEDANDA,NEGERI,MA,-1.1976,119.3388
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KALUKU NANGKA,MAS DDI KALUKUNANGKA,60404227,KALUKUNANGKA,SWASTA,MA,-1.154392,119.54294
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,BAMBAIRA,SMAN 1 BAMBAIRA,69786226,Jln. Pendidikan,NEGERI,SMA,-0.9845,119.5007
SULAWESI BARAT,PASANGKAYU,SARJO,SARJO,SMA NEGERI 1 SARJO,69899684,"Dusun Balabonda, Desa Sarjo, Sarjo, Pasangkayu",NEGERI,SMA,-0.8753,119.5514
SULAWESI BARAT,PASANGKAYU,SARJO,LETAWA,SMKN 1 SARJO,40604626,JL.TRANS SULAWESI,NEGERI,SMK,-0.9036,119.5386
SULAWESI BARAT,MAMUJU,TAPALANG,KASAMBANG,MAS AL-AMIN DDI TAPALANG,60404220,JL.JEND.SUDIRMAN NO. 4 TAPALANG,SWASTA,MA,-2.769369,118.95343
SULAWESI BARAT,MAMUJU,TAPALANG,KASAMBANG,SMAN 1 TAPALANG,40600228,JL. POROS TAPALANG - MAJENE,NEGERI,SMA,-2.8774,118.8844
SULAWESI BARAT,MAMUJU,TAPALANG,TAAN,SMAN 2 TAPALANG,40605658,Taan,NEGERI,SMA,-2.9171,118.8832
SULAWESI BARAT,MAMUJU,TAPALANG,TAKANDEANG,SMKN 1 TAPALANG,69786951,Jl. Poros Mamuju-Majene Km. 29,NEGERI,SMK,-2.8295,118.8611
SULAWESI BARAT,MAMUJU,MAMUJU,KAREMA,MAN 1 MAMUJU,60404205,JL. SOEKARNO HATTA,NEGERI,MA,-2.700503,118.90039
SULAWESI BARAT,MAMUJU,MAMUJU,BATU PANU,MAS Al-Ishlah,69881535,Poros Desa Batu Pannu,SWASTA,MA,-2.664,118.9343
SULAWESI BARAT,MAMUJU,MAMUJU,MAMUNYU,MAS AL-MUNAWWARAH SALUTALAWAR,60404209,JL.POROS MAMUJU-KALUKKU KM 19,SWASTA,MA,-2.644,118.9586
SULAWESI BARAT,MAMUJU,MAMUJU,MAMUNYU,MAS AMALIYAH GUPPI MAMUJU,60404208,JL. IR. H. JUANDA NO. 3 MAMUJU,SWASTA,MA,-2.725712,118.857097
SULAWESI BARAT,MAMUJU,MAMUJU,KAREMA,SMA MUHAMMADIYAH MAMUJU,70014908,JL. SUKARNO HATTA NO 35,SWASTA,SMA,-2.6926,118.8818
SULAWESI BARAT,MAMUJU,MAMUJU,KAREMA,SMAIT BUAHATI ISLAMIC SCHOOL MAMUJU,70030608,Jl. Hapati hasan No. 7,SWASTA,SMA,-2.6923114744209,118.876426643105
SULAWESI BARAT,MAMUJU,MAMUJU,BINANGA,SMAN 1 MAMUJU,40600227,JL. KUMBANG LOLLO NO. 1,NEGERI,SMA,-2.6753483,118.889505
SULAWESI BARAT,MAMUJU,MAMUJU,KAREMA,SMAN 2 MAMUJU,40600229,JL. SOEKARNO HATTA,NEGERI,SMA,-2.6911317,118.8836783
SULAWESI BARAT,MAMUJU,MAMUJU,KAREMA,SMAN 3 MAMUJU,40604655,JL. SOEKARNO HATTA NO. 165,NEGERI,SMA,-2.692865,118.8856233
SULAWESI BARAT,MAMUJU,MAMUJU,KAREMA,SMK MUHAMMADIYAH MAMUJU,69859685,JL. SOEKARNO HATTA,SWASTA,SMK,-2.6924233,118.88186
SULAWESI BARAT,MAMUJU,MAMUJU,BINANGA,SMK NEGERI 1 MAMUJU,69859684,Jl. Muh. Husni Thamrin,NEGERI,SMK,-2.6791,118.8993
SULAWESI BARAT,MAMUJU,MAMUJU,TADUI,SMKS 1 TANRATUPATTANABALI,40600223,JLN.H.JUANDA NO.77 MAMUJU,SWASTA,SMK,-2.6432165,118.9429067
SULAWESI BARAT,MAMUJU,MAMUJU,KAREMA,SMKS GAFUR YAHYA MAMUJU,40604484,JL. H. HAPATI HASAN (BTN) BUKIT KAREMA INDAH,SWASTA,SMK,-2.6922033,118.876385
SULAWESI BARAT,MAMUJU,MAMUJU,KAREMA,SMKS KEPERAWATAN ST. FATIMAH,69774917,Jl. Soekarno Hatta No.09 Mamuju,SWASTA,SMK,-2.697,118.8721
SULAWESI BARAT,MAMUJU,MAMUJU,MAMUNYU,SMKS KOMPUTER TIWIK RAMA,40600233,IR.H.JUANDA KM 3 NO.77 MAMUJU,SWASTA,SMK,-2.6731157,118.9019634
SULAWESI BARAT,MAMUJU,MAMUJU,KAREMA,SMKS PELAYARAN SAMUDRA MAMUJU,40600212,JLN. MUSA KARIM II NO.17 MAMUJU,SWASTA,SMK,-2.6915,118.8787
SULAWESI BARAT,MAMUJU,MAMUJU,MAMUNYU,SMTK SETIA MAMUJU,69888541,Jl. Poros Mamuju-Kalubibing,SWASTA,SMTK,-2.6757,118.9132
SULAWESI BARAT,MAMUJU,KALUKKU,SONDOANG,MA MANDALA NUSANTARA,69976565,JL. POROS KALUMPANG,SWASTA,MA,-2.5628,119.0871
SULAWESI BARAT,MAMUJU,KALUKKU,BELANG-BELANG,MAS AN-NUR MAARIF BAKENGKENG,60404203,DESA BAKENGKENG KALUKKU,SWASTA,MA,-2.4837,119.1265
SULAWESI BARAT,MAMUJU,KALUKKU,SINYONYOI,MAS DDI LOMBANG-LOMBANG,60404202,Jl. TRANS SULAWESI,SWASTA,MA,-2.5762,119.0363
SULAWESI BARAT,MAMUJU,KALUKKU,KALUKKU,SMAN 1 KALUKKU,40600226,JL. Pahlawan No. 17 Tasiu,NEGERI,SMA,-2.5401,119.0712
SULAWESI BARAT,MAMUJU,KALUKKU,BEBANGA,SMAN 2 KALUKKU,40605302,JL. POROS MAMUJU KALUKKU,NEGERI,SMA,-2.6174,119.0025
SULAWESI BARAT,MAMUJU,KALUKKU,K E A N G,SMAN 3 KALUKKU,69830629,TEBELALANG,NEGERI,SMA,-2.6462,119.1405
SULAWESI BARAT,MAMUJU,KALUKKU,KALUKKU,SMAS BUDI MULIA,40600210,JL. VETERAN KALUKKU,SWASTA,SMA,-2.5424,119.0655
